Symbol,Date,Open,Close,Price_Difference,Percentage_Change
ACI,2020-06-30,15.5,15.81,0.3100000000000005,2.000000000000003
ACI,2020-07-31,15.78,14.86,-0.9199999999999999,-5.830164765525982
ACI,2020-08-31,14.92,13.51,-1.4100000000000001,-9.450402144772118
ACI,2020-09-30,13.5,13.74,0.2400000000000002,1.7777777777777795
ACI,2020-10-31,13.88,14.69,0.8099999999999987,5.835734870316993
ACI,2020-11-30,14.8,14.95,0.14999999999999858,1.0135135135135038
ACI,2020-12-31,14.98,17.58,2.599999999999998,17.35647530040052
ACI,2021-01-31,17.6,17.370001,-0.22999900000000295,-1.3068125000000166
ACI,2021-02-28,17.58,16.17,-1.4099999999999966,-8.02047781569964
ACI,2021-03-31,16.25,18.4,2.1499999999999986,13.230769230769221
ACI,2021-04-30,18.5,18.57,0.07000000000000028,0.37837837837837995
ACI,2021-05-31,18.639999,20.17,1.5300010000000022,8.208160311596595
ACI,2021-06-30,20.17,19.959999,-0.21000100000000188,-1.0411551809618338
ACI,2021-07-31,19.870001,21.6,1.729999000000003,8.706587382657922
ACI,2021-08-31,21.68,33.349998,11.669998,53.828404059040594
ACI,2021-09-30,33.43,29.77,-3.66,-10.948250074783129
ACI,2021-10-31,29.52,30.950001,1.4300010000000007,4.844176829268295
ACI,2021-11-30,31.01,35.700001,4.690000999999999,15.12415672363753
ACI,2021-12-31,35.599998,30.190001,-5.409997000000001,-15.196621640259645
ACI,2022-01-31,30.190001,28.1,-2.0900009999999973,-6.9228252095784875
ACI,2022-02-28,28.190001,36.16,7.969998999999998,28.27243248412796
ACI,2022-03-31,36.720001,33.93,-2.7900010000000037,-7.598041732079483
ACI,2022-04-30,34.200001,31.280001,-2.9200000000000017,-8.538011446256979
ACI,2022-05-31,31.450001,30.940001,-0.5100000000000016,-1.6216215700597325
ACI,2022-06-30,31.290001,27.559999,-3.730001999999999,-11.920747461784993
ACI,2022-07-31,27.73,26.85,-0.879999999999999,-3.173458348359174
ACI,2022-08-31,26.85,27.629999,0.7799990000000001,2.9050242085661084
ACI,2022-09-30,27.889999,24.860001,-3.029997999999999,-10.864102218146366
ACI,2022-10-31,25.0,21.26,-3.7399999999999984,-14.959999999999992
ACI,2022-11-30,21.51,20.98,-0.5300000000000011,-2.46397024639703
ACI,2022-12-31,20.879999,20.74,-0.1399990000000031,-0.6704933271309212
ACI,2023-01-31,20.809999,21.4,0.5900009999999973,2.835180338067279
ACI,2023-02-28,21.42,20.08,-1.3400000000000034,-6.255835667600389
ACI,2023-03-31,20.15,20.780001,0.630001,3.1265558312655086
ACI,2023-04-30,20.860001,20.9,0.03999899999999812,0.19174975111457626
ACI,2023-05-31,20.98,20.5,-0.4800000000000004,-2.287893231649192
ACI,2023-06-30,20.5,21.82,1.3200000000000003,6.439024390243904
ACI,2023-07-31,21.790001,21.75,-0.040001000000000175,-0.18357502599472195
ACI,2023-08-31,21.76,22.459999,0.6999989999999983,3.216907169117639
ACI,2023-09-30,22.4,22.75,0.3500000000000014,1.5625000000000067
ACI,2023-10-31,22.709999,21.950001,-0.7599979999999995,-3.346534713629884
ACI,2023-11-30,21.969999,21.98,0.010000999999999038,0.045521167297272236
ACI,2023-12-31,21.99,23.0,1.0100000000000016,4.592996816734887
ACI,2024-01-31,22.9,21.35,-1.5499999999999972,-6.768558951965053
ACI,2024-02-29,21.299999,20.25,-1.0499989999999997,-4.929573001388402
ACI,2024-03-31,20.209999,20.85,0.6400010000000016,3.166754238830005
COST,2019-03-31,227.529999,242.139999,14.609999999999985,6.421131307612754
COST,2019-04-30,243.070007,244.619995,1.5499879999999848,0.6376714343041036
COST,2019-05-31,242.850006,239.580002,-3.270004,-1.3465118053157472
COST,2019-06-30,239.779999,264.26001,24.48001100000002,10.209363208813766
COST,2019-07-31,266.429993,272.5,6.0700069999999755,2.2782746535597345
COST,2019-08-31,270.089996,294.76001,24.670014000000037,9.133997691643508
COST,2019-09-30,292.570007,291.670013,-0.8999939999999924,-0.3076166313931122
COST,2019-10-31,291.040009,296.089996,5.049986999999987,1.735152159097132
COST,2019-11-30,297.160004,299.809998,2.6499939999999924,0.8917734433736217
COST,2019-12-31,299.75,291.730011,-8.01998900000001,-2.6755592994161836
COST,2020-01-31,290.549988,305.519989,14.970001000000025,5.1522979240322755
COST,2020-02-29,307.0,281.140015,-25.859984999999995,-8.423447882736154
COST,2020-03-31,294.440002,288.649994,-5.790008,-1.966447480189869
COST,2020-04-30,293.0,301.920013,8.920012999999983,3.0443730375426563
COST,2020-05-31,303.0,308.470001,5.470001000000025,1.8052808580858166
COST,2020-06-30,307.899994,305.73999,-2.160004000000015,-0.7015277824266586
COST,2020-07-31,307.529999,325.529999,18.0,5.853087522690754
COST,2020-08-31,325.549988,346.570007,21.02001899999999,6.456771548091715
COST,2020-09-30,343.839996,355.01001,11.170014000000037,3.24860811131467
COST,2020-10-31,355.329987,357.619995,2.2900080000000003,0.6444736115108687
COST,2020-11-30,362.220001,373.429993,11.209992,3.0948020454563467
COST,2020-12-31,374.269989,376.779999,2.5100099999999657,0.6706415351939868
COST,2021-01-31,377.429993,352.429993,-25.0,-6.62374492320752
COST,2021-02-28,351.209991,331.0,-20.209991000000002,-5.754389544117497
COST,2021-03-31,335.209991,354.940002,19.73001099999999,5.885866033151736
COST,2021-04-30,357.5,372.089996,14.589995999999985,4.081117762237758
COST,2021-05-31,373.839996,387.519989,13.679993000000024,3.659317661666149
COST,2021-06-30,385.470001,398.940002,13.470000999999968,3.4944356149779776
COST,2021-07-31,399.839996,429.720001,29.88000500000004,7.472990520938291
COST,2021-08-31,430.619995,462.549988,31.929992999999968,7.414888618908642
COST,2021-09-30,462.5,448.329987,-14.170012999999983,-3.063786594594591
COST,2021-10-31,448.339996,491.540009,43.20001300000001,9.63554743842216
COST,2021-11-30,494.149994,528.929993,34.779998999999975,7.038348562643103
COST,2021-12-31,532.25,567.700012,35.450012000000015,6.660406200093943
COST,2022-01-31,565.030029,519.77002,-45.26000899999997,-8.010195330698073
COST,2022-02-28,521.299988,525.5,4.200012000000015,0.8056804328950062
COST,2022-03-31,523.450012,575.570007,52.11999500000002,9.957014768393972
COST,2022-04-30,573.940002,531.719971,-42.22003100000006,-7.356175010084079
COST,2022-05-31,532.22998,476.25,-55.979979999999955,-10.518005768859537
COST,2022-06-30,480.5,485.76001,5.2600100000000225,1.094695109261191
COST,2022-07-31,485.559998,541.299988,55.73998999999998,11.479526779304413
COST,2022-08-31,541.419983,519.109985,-22.30999799999995,-4.120645469415551
COST,2022-09-30,520.159973,472.269989,-47.88998400000003,-9.206779930373463
COST,2022-10-31,474.5,486.410004,11.910004000000015,2.5100113804004245
COST,2022-11-30,477.049988,494.529999,17.48001099999999,3.664188542019205
COST,2022-12-31,492.5,456.5,-36.0,-7.309644670050762
COST,2023-01-31,458.0,514.799988,56.799987999999985,12.40174410480349
COST,2023-02-28,514.440002,475.26001,-39.17999200000003,-7.616046934079598
COST,2023-03-31,476.519989,496.869995,20.350006000000008,4.270546140720239
COST,2023-04-30,496.5,503.220001,6.720001000000025,1.3534745216515658
COST,2023-05-31,499.149994,512.590027,13.440032999999971,2.692584025153764
COST,2023-06-30,512.590027,538.380005,25.78997800000002,5.031307017606103
COST,2023-07-31,537.25,552.039978,14.78997800000002,2.7529042345276906
COST,2023-08-31,554.98999,544.25,-10.739990000000034,-1.9351682360973816
COST,2023-09-30,545.72998,564.960022,19.230042000000026,3.5237283463884514
COST,2023-10-31,567.909973,560.900024,-7.009949000000006,-1.23434159167337
COST,2023-11-30,560.48999,596.25,35.760009999999966,6.3801335684870955
COST,2023-12-31,592.150024,660.080017,67.92999299999997,11.471753820278485
COST,2024-01-31,655.580017,709.47998,53.89996299999996,8.221721468365006
COST,2024-02-29,710.640015,749.440002,38.7999870000001,5.459865217412519
COST,2024-03-31,755.080017,714.080017,-41.0,-5.429888101514941
TGT,2019-03-31,75.82,80.260002,4.440002000000007,5.855977314692703
TGT,2019-04-30,80.610001,75.940002,-4.66999899999999,-5.793324577678631
TGT,2019-05-31,75.0,80.449997,5.449996999999996,7.2666626666666625
TGT,2019-06-30,80.599998,86.610001,6.0100029999999975,7.456579589493287
TGT,2019-07-31,87.550003,81.519997,-6.030006,-6.887499478440909
TGT,2019-08-31,81.300003,107.040001,25.739998,31.660512976856836
TGT,2019-09-30,106.769997,109.099998,2.3300009999999958,2.1822619326288786
TGT,2019-10-31,108.660004,107.82,-0.8400040000000075,-0.7730572143177977
TGT,2019-11-30,108.5,125.010002,16.510002,15.216591705069124
TGT,2019-12-31,125.699997,124.760002,-0.9399949999999961,-0.7478082915149125
TGT,2020-01-31,123.970001,110.739998,-13.230002999999996,-10.671939092748735
TGT,2020-02-29,111.139999,103.0,-8.139999000000003,-7.324094901242534
TGT,2020-03-31,103.379997,92.57,-10.80999700000001,-10.456565403073101
TGT,2020-04-30,93.220001,108.230003,15.010002,16.101696887988663
TGT,2020-05-31,107.830002,122.330002,14.5,13.447092396418578
TGT,2020-06-30,120.449997,119.120003,-1.3299939999999992,-1.1041876572234364
TGT,2020-07-31,120.010002,125.879997,5.869995000000003,4.891254813911263
TGT,2020-08-31,126.5,147.229996,20.729996,16.387348616600793
TGT,2020-09-30,146.679993,159.100006,12.420013000000012,8.467421320370537
TGT,2020-10-31,159.990005,152.220001,-7.770004,-4.856555882975315
TGT,2020-11-30,154.0,175.029999,21.029999000000004,13.65584350649351
TGT,2020-12-31,174.270004,176.529999,2.2599950000000035,1.2968353406361335
TGT,2021-01-31,176.509995,181.169998,4.660002999999989,2.6400788238648976
TGT,2021-02-28,182.179993,183.440002,1.2600089999999966,0.6916286356427715
TGT,2021-03-31,185.949997,200.720001,14.770004,7.942997708141937
TGT,2021-04-30,202.0,207.259995,5.2599950000000035,2.603957920792081
TGT,2021-05-31,209.179993,231.339996,22.160003000000017,10.593748800823422
TGT,2021-06-30,231.5,246.580002,15.080002000000007,6.514039740820738
TGT,2021-07-31,246.5,261.049988,14.549987999999985,5.902632048681535
TGT,2021-08-31,262.079987,244.309998,-17.76998900000001,-6.780368544508517
TGT,2021-09-30,243.919998,228.419998,-15.5,-6.354542525045445
TGT,2021-10-31,227.929993,259.619995,31.69000200000002,13.903392696546094
TGT,2021-11-30,261.549988,247.570007,-13.979980999999981,-5.345051287098503
TGT,2021-12-31,248.460007,231.440002,-17.020004999999998,-6.850199034245377
TGT,2022-01-31,231.070007,214.039993,-17.030013999999994,-7.370066855972351
TGT,2022-02-28,214.729996,224.100006,9.370010000000008,4.363624167347354
TGT,2022-03-31,224.100006,210.539993,-13.560012999999998,-6.0508757862326865
TGT,2022-04-30,210.190002,228.649994,18.459992,8.782526202173974
TGT,2022-05-31,230.149994,161.039993,-69.11000099999998,-30.028243667909887
TGT,2022-06-30,161.399994,142.380005,-19.01998899999998,-11.784380239815858
TGT,2022-07-31,141.410004,163.380005,21.970001000000025,15.536383833211707
TGT,2022-08-31,168.639999,164.600006,-4.039992999999981,-2.3956315369759826
TGT,2022-09-30,164.509995,148.389999,-16.119996000000015,-9.79879429210366
TGT,2022-10-31,149.669998,159.630005,9.960007000000019,6.654644974338825
TGT,2022-11-30,161.240005,164.160004,2.91999899999999,1.8109643447356567
TGT,2022-12-31,162.889999,149.039993,-13.85000599999998,-8.502674249509928
TGT,2023-01-31,149.979996,176.759995,26.779999000000004,17.855713904672996
TGT,2023-02-28,174.690002,166.0,-8.690001999999993,-4.974527391670643
TGT,2023-03-31,166.589996,165.630005,-0.9599910000000023,-0.576259693289147
TGT,2023-04-30,166.399994,157.75,-8.649993999999992,-5.198313889362275
TGT,2023-05-31,157.679993,133.220001,-24.459992,-15.512425853545034
TGT,2023-06-30,131.669998,131.899994,0.22999599999999987,0.17467608680300875
TGT,2023-07-31,131.589996,132.529999,0.9400029999999902,0.7143422969630534
TGT,2023-08-31,133.020004,125.519997,-7.5000069999999965,-5.638254980055478
TGT,2023-09-30,125.419998,110.57,-14.849998000000014,-11.840215465479446
TGT,2023-10-31,110.349998,112.849998,2.5,2.265518844866676
TGT,2023-11-30,113.290001,134.779999,21.489998,18.969015632721195
TGT,2023-12-31,134.220001,142.419998,8.199996999999996,6.109370391079043
TGT,2024-01-31,142.190002,145.490005,3.300003000000004,2.320840392139529
TGT,2024-02-29,144.220001,155.289993,11.069992000000013,7.67576752408982
TGT,2024-03-31,153.190002,168.070007,14.880005000000011,9.713430906541806
WMT,2019-03-31,32.68,32.509998,-0.17000199999999666,-0.5202019583843227
WMT,2019-04-30,32.656666,34.026669,1.370002999999997,4.195171056347261
WMT,2019-05-31,33.583332,33.813332,0.23000000000000398,0.6848635507638253
WMT,2019-06-30,33.876667,36.830002,2.9533350000000027,8.71790309241462
WMT,2019-07-31,37.099998,36.466667,-0.6333309999999983,-1.707091736231356
WMT,2019-08-31,36.0,38.086666,2.086666000000001,5.796294444444447
WMT,2019-09-30,37.893333,39.386665,1.4933320000000023,3.9408832155250173
WMT,2019-10-31,39.366669,39.206669,-0.1600000000000037,-0.4064352002959755
WMT,2019-11-30,39.466667,39.696667,0.22999999999999687,0.5827702653482161
WMT,2019-12-31,39.716667,39.296665,-0.42000200000000376,-1.0574955849140204
WMT,2020-01-31,39.133331,38.163334,-0.9699969999999993,-2.4786977627843627
WMT,2020-02-29,38.299999,35.893333,-2.4066660000000013,-6.2837234016638
WMT,2020-03-31,35.866669,39.826668,3.9599989999999963,11.040888686931021
WMT,2020-04-30,39.686668,40.973331,1.2866630000000043,3.2420534775053538
WMT,2020-05-31,41.279999,41.353333,0.07333400000000267,0.17765019810199772
WMT,2020-06-30,41.146667,39.736668,-1.4099989999999991,-3.4267635820903775
WMT,2020-07-31,39.933334,43.133331,3.199996999999996,8.013347946354783
WMT,2020-08-31,43.303333,47.610001,4.306667999999995,9.945349934149398
WMT,2020-09-30,47.136665,46.833332,-0.3033330000000021,-0.6435181614991262
WMT,2020-10-31,47.096668,46.25,-0.8466680000000011,-1.797723779525127
WMT,2020-11-30,46.863335,49.636665,2.7733300000000014,5.917910024969417
WMT,2020-12-31,49.486668,48.049999,-1.436669000000002,-2.903143529485561
WMT,2021-01-31,48.099998,46.830002,-1.269995999999999,-2.640324434109122
WMT,2021-02-28,46.970001,43.306667,-3.663334000000006,-7.7993057739130265
WMT,2021-03-31,43.860001,45.206669,1.346668000000001,3.0703784069681195
WMT,2021-04-30,45.573334,46.636665,1.063330999999998,2.333230656330735
WMT,2021-05-31,46.560001,47.283333,0.7233319999999992,1.5535480765990517
WMT,2021-06-30,47.283333,46.703335,-0.5799979999999962,-1.2266436462928623
WMT,2021-07-31,46.633331,47.516666,0.8833350000000024,1.8942138188670299
WMT,2021-08-31,47.610001,49.75,2.139999000000003,4.494851827455335
WMT,2021-09-30,49.656666,45.683334,-3.973331999999999,-8.001608484951445
WMT,2021-10-31,45.696667,49.806667,4.109999999999999,8.994091407147922
WMT,2021-11-30,49.993332,45.836666,-4.156666000000001,-8.314440813826934
WMT,2021-12-31,45.853333,48.23,2.3766669999999976,5.183193553236354
WMT,2022-01-31,48.0,46.443333,-1.5566669999999974,-3.2430562499999946
WMT,2022-02-28,46.686668,47.606667,0.9199990000000042,1.9705818371960158
WMT,2022-03-31,47.099998,50.336666,3.2366680000000017,6.871906873541697
WMT,2022-04-30,50.303333,50.996666,0.6933329999999955,1.3783042964568482
WMT,2022-05-31,51.653332,41.773335,-9.879996999999996,-19.12751146431366
WMT,2022-06-30,41.939999,40.876667,-1.0633320000000026,-2.5353648673191493
WMT,2022-07-31,40.736668,44.016666,3.279997999999999,8.051709089216622
WMT,2022-08-31,43.686668,44.333332,0.6466640000000012,1.4802319096526229
WMT,2022-09-30,44.349998,43.233334,-1.116664,-2.5178445329354924
WMT,2022-10-31,43.413334,46.990002,3.576667999999998,8.2386393083747
WMT,2022-11-30,47.086666,51.073334,3.9866680000000017,8.466660179338248
WMT,2022-12-31,50.916668,47.263332,-3.653336000000003,-7.175127799014662
WMT,2023-01-31,47.516666,47.236668,-0.2799979999999991,-0.5892627231043506
WMT,2023-02-28,47.273335,46.889999,-0.3833359999999999,-0.8108926522742681
WMT,2023-03-31,46.833332,49.150002,2.316670000000002,4.946626475348801
WMT,2023-04-30,49.243332,50.323334,1.0800020000000004,2.193194400411411
WMT,2023-05-31,50.346668,49.606667,-0.7400009999999995,-1.4698112693376242
WMT,2023-06-30,49.790001,52.393333,2.6033320000000018,5.228624116717736
WMT,2023-07-31,52.27,52.779999,0.5099989999999934,0.975701167017397
WMT,2023-08-31,53.166668,53.856667,0.6899990000000003,1.2978037292086844
WMT,2023-09-30,53.950001,53.310001,-0.6400000000000006,-1.186283573933577
WMT,2023-10-31,53.163334,54.886665,1.7233310000000017,3.2415781147209497
WMT,2023-11-30,54.833332,51.446667,-3.3866650000000007,-6.1762889039827105
WMT,2023-12-31,51.106667,52.549999,1.443331999999998,2.824155995146383
WMT,2024-01-31,52.416668,56.523335,4.106667000000002,7.834658624237621
WMT,2024-02-29,56.669998,58.759998,2.0900000000000034,3.688018482019363
WMT,2024-03-31,58.5,60.66,2.1599999999999966,3.6923076923076863
